12*9	108	1	2	4.75521183013916	1.5850706100463867
9*3	27	2	1	8.819012641906738	2.9396708806355796
7*8	56	2	1	6.956439018249512	2.3188130060831704
12*2	24	2	1	6.853404521942139	2.284468173980713
7*5	35	2	1	6.659992933273315	2.2199976444244385
6*8	48	2	1	6.523730039596558	2.174576679865519
10*5	50	2	1	6.184069395065308	2.061356465021769
5*5	25	2	1	5.996789932250977	1.9989299774169922
3*7	21	2	1	5.972130060195923	1.9907100200653076
7*2	14	2	1	5.54145359992981	1.8471511999766033
3*2	6	2	1	4.812882661819458	1.604294220606486
9*10	90	2	1	4.4373414516448975	1.4791138172149658
7*3	21	2	1	4.380739688873291	1.4602465629577637
10*9	90	2	1	4.066300868988037	1.3554336229960124
6*0	0	2	1	3.7157280445098877	1.2385760148366292
2*4	8	2	1	3.4449965953826904	1.1483321984608967
2*0	0	2	1	3.348804235458374	1.1162680784861247
0*6	0	2	1	2.7570555210113525	0.9190185070037842
6*9	54	3	0	10.845468521118164	3.6151561737060547
9*12	108	3	0	10.301575899124146	3.433858633041382
12*4	48	3	0	9.587724447250366	3.1959081490834556
7*6	42	3	0	9.040712118148804	3.013570706049601
9*7	63	3	0	8.701223850250244	2.9004079500834146
7*9	63	3	0	8.364579677581787	2.7881932258605957
4*9	36	3	0	8.33523964881897	2.7784132162729898
8*3	24	3	0	7.875866651535034	2.6252888838450112
4*6	24	3	0	7.476053714752197	2.492017904917399
11*11	121	3	0	7.387447357177734	2.462482452392578
8*4	32	3	0	7.317084550857544	2.439028183619181
6*7	42	3	0	6.90904688835144	2.30301562945048
2*12	24	3	0	6.749478578567505	2.249826192855835
6*4	24	3	0	6.740413427352905	2.2468044757843018
6*6	36	3	0	6.539314270019531	2.1797714233398438
8*6	48	3	0	6.515969276428223	2.1719897588094077
5*10	50	3	0	6.184696435928345	2.0615654786427817
8*7	56	3	0	6.132261753082275	2.0440872510274253
2*3	6	3	0	6.12589955329895	2.041966517766317
9*6	54	3	0	6.083748817443848	2.0279162724812827
8*9	72	3	0	6.021205186843872	2.007068395614624
12*3	36	3	0	5.924007177352905	1.974669059117635
2*8	16	3	0	5.884995460510254	1.961665153503418
7*7	49	3	0	5.8248679637908936	1.9416226545969646
9*0	0	3	0	5.796631097793579	1.932210365931193
5*7	35	3	0	5.788929224014282	1.9296430746714275
12*5	60	3	0	5.7593302726745605	1.9197767575581868
8*12	96	3	0	5.7253594398498535	1.908453146616618
11*12	132	3	0	5.715898752212524	1.9052995840708415
9*4	36	3	0	5.571167945861816	1.8570559819539387
